person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,income_group,loan_amount_group,loan_income_group,income_per_loan,credit_history_to_age
26,72000,RENT,2.0,VENTURE,B,3600,10.74,0,0.05,N,4,50K-75K,0-5K,0-10%,20.0,0.15384615384615385
25,37596,MORTGAGE,3.0,PERSONAL,B,12000,11.99,0,0.32,N,4,30K-50K,10K-15K,30-40%,3.133,0.16
26,75000,RENT,0.0,HOMEIMPROVEMENT,A,3600,8.94,0,0.05,N,4,50K-75K,0-5K,0-10%,20.833333333333332,0.15384615384615385
22,80000,RENT,5.0,DEBTCONSOLIDATION,B,3600,12.69,0,0.04,N,3,75K-100K,0-5K,0-10%,22.22222222222222,0.13636363636363635
23,37700,MORTGAGE,4.0,EDUCATION,D,8000,15.62,0,0.21,Y,3,30K-50K,5K-10K,20-30%,4.7125,0.13043478260869565
26,84996,RENT,4.0,EDUCATION,B,3600,11.99,0,0.04,N,2,75K-100K,0-5K,0-10%,23.61,0.07692307692307693
23,31785,MORTGAGE,7.0,MEDICAL,D,6000,14.96,1,0.19,N,2,30K-50K,5K-10K,10-20%,5.2975,0.08695652173913043
22,37800,MORTGAGE,7.0,EDUCATION,B,7200,10.99,0,0.19,N,2,30K-50K,5K-10K,10-20%,5.25,0.09090909090909091
22,93000,RENT,1.0,HOMEIMPROVEMENT,D,3600,16.77,1,0.04,Y,3,75K-100K,0-5K,0-10%,25.833333333333332,0.13636363636363635
23,110000,RENT,0.0,PERSONAL,A,3600,10.99,0,0.03,N,3,100K+,0-5K,0-10%,30.555555555555557,0.13043478260869565
25,31800,OTHER,1.0,HOMEIMPROVEMENT,C,10000,12.53,1,0.31,N,3,30K-50K,5K-10K,30-40%,3.18,0.12
25,19800,RENT,9.0,MEDICAL,D,3625,16.29,1,0.18,N,2,Below 30K,0-5K,10-20%,5.462068965517242,0.08
26,37820,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6300,10.99,0,0.17,N,4,30K-50K,5K-10K,10-20%,6.003174603174603,0.15384615384615385
26,24000,RENT,1.0,HOMEIMPROVEMENT,B,3625,11.11,1,0.15,N,4,Below 30K,0-5K,10-20%,6.620689655172414,0.15384615384615385
25,52000,RENT,0.0,HOMEIMPROVEMENT,A,3625,6.54,0,0.07,N,3,50K-75K,0-5K,0-10%,14.344827586206897,0.12
23,52000,RENT,2.0,PERSONAL,B,3625,10.59,1,0.07,N,2,50K-75K,0-5K,0-10%,14.344827586206897,0.08695652173913043
25,37980,MORTGAGE,7.0,PERSONAL,A,3500,6.03,0,0.09,N,2,30K-50K,0-5K,0-10%,10.851428571428572,0.08
24,17496,RENT,4.0,EDUCATION,C,3700,14.22,1,0.21,N,4,Below 30K,0-5K,20-30%,4.728648648648648,0.16666666666666666
26,38000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,8875,7.51,0,0.23,N,2,30K-50K,5K-10K,20-30%,4.28169014084507,0.07692307692307693
23,38000,MORTGAGE,5.0,VENTURE,B,4000,12.42,0,0.11,N,3,30K-50K,0-5K,10-20%,9.5,0.13043478260869565
21,27996,RENT,5.0,EDUCATION,A,3700,8.0,0,0.13,N,3,Below 30K,0-5K,10-20%,7.566486486486487,0.14285714285714285
23,36000,RENT,4.0,DEBTCONSOLIDATION,B,3700,9.25,0,0.1,N,2,30K-50K,0-5K,0-10%,9.72972972972973,0.08695652173913043
24,48000,RENT,4.0,MEDICAL,A,3700,6.99,0,0.08,N,4,30K-50K,0-5K,0-10%,12.972972972972974,0.16666666666666666
23,38000,MORTGAGE,5.0,PERSONAL,A,5400,7.9,0,0.14,N,3,30K-50K,5K-10K,10-20%,7.037037037037037,0.13043478260869565
22,60000,RENT,0.0,EDUCATION,B,3700,10.37,0,0.06,N,4,50K-75K,0-5K,0-10%,16.216216216216218,0.18181818181818182
23,75000,RENT,2.0,DEBTCONSOLIDATION,A,3700,6.03,0,0.05,N,2,50K-75K,0-5K,0-10%,20.27027027027027,0.08695652173913043
23,38000,MORTGAGE,5.0,EDUCATION,B,8000,12.69,0,0.21,N,3,30K-50K,5K-10K,20-30%,4.75,0.13043478260869565
23,33000,RENT,0.0,DEBTCONSOLIDATION,A,3725,6.54,0,0.11,N,2,30K-50K,0-5K,10-20%,8.859060402684564,0.08695652173913043
23,120000,RENT,3.0,VENTURE,A,3725,8.49,0,0.03,N,2,100K+,0-5K,0-10%,32.214765100671144,0.08695652173913043
23,21000,RENT,3.0,DEBTCONSOLIDATION,D,3750,15.65,1,0.18,N,2,Below 30K,0-5K,10-20%,5.6,0.08695652173913043
21,38000,MORTGAGE,5.0,EDUCATION,C,7000,13.49,0,0.18,Y,3,30K-50K,5K-10K,10-20%,5.428571428571429,0.14285714285714285
22,38000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.16,N,4,30K-50K,5K-10K,10-20%,6.333333333333333,0.18181818181818182
22,27804,RENT,2.0,MEDICAL,C,3750,13.85,0,0.13,Y,4,Below 30K,0-5K,10-20%,7.4144,0.18181818181818182
24,38000,OWN,2.0,EDUCATION,A,9600,10.99,0,0.25,N,2,30K-50K,5K-10K,20-30%,3.9583333333333335,0.08333333333333333
25,38000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5400,8.9,0,0.14,N,2,30K-50K,5K-10K,10-20%,7.037037037037037,0.08
22,38000,MORTGAGE,4.0,MEDICAL,A,18000,8.9,0,0.47,N,2,30K-50K,15K-20K,40-50%,2.111111111111111,0.09090909090909091
22,11000,RENT,3.0,HOMEIMPROVEMENT,B,3800,8.88,1,0.35,N,4,Below 30K,0-5K,30-40%,2.8947368421052633,0.18181818181818182
25,19200,RENT,0.0,DEBTCONSOLIDATION,C,3800,14.35,1,0.2,Y,4,Below 30K,0-5K,10-20%,5.052631578947368,0.16
21,25000,RENT,0.0,DEBTCONSOLIDATION,A,3800,8.59,0,0.15,N,2,Below 30K,0-5K,10-20%,6.578947368421052,0.09523809523809523
26,38000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000,10.99,0,0.11,N,3,30K-50K,0-5K,10-20%,9.5,0.11538461538461539
23,26400,RENT,7.0,DEBTCONSOLIDATION,A,3800,7.9,0,0.14,N,4,Below 30K,0-5K,10-20%,6.947368421052632,0.17391304347826086
25,30004,RENT,3.0,DEBTCONSOLIDATION,D,3800,14.84,1,0.13,N,2,30K-50K,0-5K,10-20%,7.895789473684211,0.08
22,34000,RENT,4.0,MEDICAL,D,3800,18.25,1,0.11,Y,4,30K-50K,0-5K,10-20%,8.947368421052632,0.18181818181818182
22,43000,RENT,4.0,EDUCATION,A,3800,6.99,0,0.09,N,4,30K-50K,0-5K,0-10%,11.31578947368421,0.18181818181818182
26,47000,RENT,8.0,PERSONAL,C,3800,13.49,0,0.08,N,3,30K-50K,0-5K,0-10%,12.368421052631579,0.11538461538461539
23,55000,RENT,1.0,MEDICAL,A,3800,6.76,0,0.07,N,4,50K-75K,0-5K,0-10%,14.473684210526315,0.17391304347826086
26,38000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5000,10.99,0,0.13,N,2,30K-50K,0-5K,10-20%,7.6,0.07692307692307693
23,69000,RENT,4.0,EDUCATION,D,3800,15.28,1,0.06,Y,3,50K-75K,0-5K,0-10%,18.157894736842106,0.13043478260869565
23,108000,RENT,1.0,MEDICAL,C,3800,14.26,0,0.04,Y,4,100K+,0-5K,0-10%,28.42105263157895,0.17391304347826086
24,14400,RENT,4.0,MEDICAL,D,3825,10.99,1,0.27,N,2,Below 30K,0-5K,20-30%,3.764705882352941,0.08333333333333333
26,26000,RENT,2.0,DEBTCONSOLIDATION,C,3825,14.27,0,0.15,N,4,Below 30K,0-5K,10-20%,6.7973856209150325,0.15384615384615385
22,38000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8500,5.42,0,0.22,N,2,30K-50K,5K-10K,20-30%,4.470588235294118,0.09090909090909091
23,32000,MORTGAGE,4.0,EDUCATION,B,1000,10.59,1,0.03,N,2,30K-50K,0-5K,0-10%,32.0,0.08695652173913043
22,28500,RENT,3.0,VENTURE,C,3825,15.96,1,0.13,N,3,Below 30K,0-5K,10-20%,7.450980392156863,0.13636363636363635
22,38000,MORTGAGE,2.0,MEDICAL,B,8000,9.99,0,0.21,N,3,30K-50K,5K-10K,20-30%,4.75,0.13636363636363635
24,40000,RENT,1.0,VENTURE,B,3825,10.0,0,0.1,N,4,30K-50K,0-5K,0-10%,10.457516339869281,0.16666666666666666
25,38000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9000,6.99,0,0.24,N,4,30K-50K,5K-10K,20-30%,4.222222222222222,0.16
23,38000,OWN,2.0,VENTURE,C,5000,12.99,0,0.13,N,4,30K-50K,0-5K,10-20%,7.6,0.17391304347826086
24,32000,RENT,2.0,EDUCATION,C,3850,12.68,0,0.12,Y,4,30K-50K,0-5K,10-20%,8.311688311688311,0.16666666666666666
22,38000,MORTGAGE,6.0,EDUCATION,A,4500,5.79,0,0.12,N,2,30K-50K,0-5K,10-20%,8.444444444444445,0.09090909090909091
23,48500,RENT,5.0,DEBTCONSOLIDATION,A,3850,8.49,0,0.08,N,4,30K-50K,0-5K,0-10%,12.597402597402597,0.17391304347826086
24,38000,MORTGAGE,8.0,PERSONAL,B,5000,10.0,0,0.13,N,3,30K-50K,0-5K,10-20%,7.6,0.125
22,26000,RENT,2.0,MEDICAL,A,3900,7.51,0,0.15,N,3,Below 30K,0-5K,10-20%,6.666666666666667,0.13636363636363635
25,38000,MORTGAGE,4.0,PERSONAL,A,6000,5.42,0,0.16,N,2,30K-50K,5K-10K,10-20%,6.333333333333333,0.08
24,40000,RENT,1.0,EDUCATION,C,3900,12.23,0,0.1,Y,3,30K-50K,0-5K,0-10%,10.256410256410257,0.125
25,44500,RENT,0.0,VENTURE,B,3900,10.99,0,0.09,N,2,30K-50K,0-5K,0-10%,11.41025641025641,0.08
23,38000,OWN,0.0,VENTURE,B,17500,11.11,0,0.46,N,4,30K-50K,15K-20K,40-50%,2.1714285714285713,0.17391304347826086
22,45000,RENT,1.0,EDUCATION,A,3950,6.92,0,0.09,N,4,30K-50K,0-5K,0-10%,11.39240506329114,0.18181818181818182
22,12000,RENT,1.0,VENTURE,B,4000,9.76,1,0.33,N,3,Below 30K,0-5K,30-40%,3.0,0.13636363636363635
22,12600,RENT,2.0,PERSONAL,B,4000,10.37,1,0.32,N,4,Below 30K,0-5K,30-40%,3.15,0.18181818181818182
22,38000,MORTGAGE,5.0,EDUCATION,B,4200,9.25,0,0.11,N,2,30K-50K,0-5K,10-20%,9.047619047619047,0.09090909090909091
25,32000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,8000,10.36,1,0.25,N,2,30K-50K,5K-10K,20-30%,4.0,0.08
24,13000,RENT,4.0,PERSONAL,B,4000,9.88,1,0.31,N,2,Below 30K,0-5K,30-40%,3.25,0.08333333333333333
22,38000,MORTGAGE,5.0,EDUCATION,B,4800,9.99,0,0.13,N,3,30K-50K,0-5K,10-20%,7.916666666666667,0.13636363636363635
25,13000,RENT,2.0,PERSONAL,D,4000,15.65,1,0.31,Y,3,Below 30K,0-5K,30-40%,3.25,0.12
24,13200,RENT,6.0,VENTURE,D,4000,15.65,1,0.3,Y,3,Below 30K,0-5K,20-30%,3.3,0.125
24,13200,RENT,1.0,EDUCATION,A,4000,5.79,1,0.3,N,3,Below 30K,0-5K,20-30%,3.3,0.125
21,13200,RENT,2.0,HOMEIMPROVEMENT,A,4000,6.39,1,0.3,N,3,Below 30K,0-5K,20-30%,3.3,0.14285714285714285
26,14000,RENT,2.0,VENTURE,B,4000,10.99,1,0.29,N,3,Below 30K,0-5K,20-30%,3.5,0.11538461538461539
22,14400,RENT,4.0,HOMEIMPROVEMENT,A,4000,7.29,1,0.28,N,4,Below 30K,0-5K,20-30%,3.6,0.18181818181818182
22,38000,MORTGAGE,6.0,MEDICAL,A,4000,6.76,0,0.11,N,2,30K-50K,0-5K,10-20%,9.5,0.09090909090909091
24,38000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8000,7.14,0,0.21,N,3,30K-50K,5K-10K,20-30%,4.75,0.125
23,14400,RENT,0.0,VENTURE,B,4000,10.74,1,0.28,N,3,Below 30K,0-5K,20-30%,3.6,0.13043478260869565
21,38000,OWN,5.0,EDUCATION,B,14000,11.12,0,0.37,N,3,30K-50K,10K-15K,30-40%,2.7142857142857144,0.14285714285714285
24,38000,OWN,0.0,VENTURE,C,8500,13.11,0,0.22,N,2,30K-50K,5K-10K,20-30%,4.470588235294118,0.08333333333333333
22,14400,RENT,0.0,VENTURE,D,4000,14.61,1,0.28,N,2,Below 30K,0-5K,20-30%,3.6,0.09090909090909091
22,14400,RENT,0.0,DEBTCONSOLIDATION,C,4000,10.91,1,0.28,Y,2,Below 30K,0-5K,20-30%,3.6,0.09090909090909091
25,38000,MORTGAGE,3.0,MEDICAL,B,1500,10.62,0,0.04,N,3,30K-50K,0-5K,0-10%,25.333333333333332,0.12
22,15000,RENT,3.0,EDUCATION,B,4000,10.08,1,0.27,N,2,Below 30K,0-5K,20-30%,3.75,0.09090909090909091
26,32000,MORTGAGE,10.0,MEDICAL,D,15000,15.33,1,0.47,N,3,30K-50K,10K-15K,40-50%,2.1333333333333333,0.11538461538461539
24,15600,RENT,3.0,MEDICAL,E,4000,16.32,1,0.26,N,2,Below 30K,0-5K,20-30%,3.9,0.08333333333333333
22,15708,RENT,4.0,HOMEIMPROVEMENT,B,4000,11.12,1,0.25,N,3,Below 30K,0-5K,20-30%,3.927,0.13636363636363635
22,15996,RENT,3.0,EDUCATION,C,4000,13.35,1,0.25,Y,2,Below 30K,0-5K,20-30%,3.999,0.09090909090909091
22,16800,RENT,2.0,DEBTCONSOLIDATION,C,4000,14.27,1,0.24,N,4,Below 30K,0-5K,20-30%,4.2,0.18181818181818182
22,16800,RENT,2.0,PERSONAL,B,4000,10.25,1,0.24,N,4,Below 30K,0-5K,20-30%,4.2,0.18181818181818182
21,17500,RENT,0.0,DEBTCONSOLIDATION,C,4000,13.22,1,0.23,Y,4,Below 30K,0-5K,20-30%,4.375,0.19047619047619047
24,38000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,16000,10.99,0,0.42,N,3,30K-50K,15K-20K,40-50%,2.375,0.125
22,18000,RENT,6.0,MEDICAL,B,4000,11.49,1,0.22,N,4,Below 30K,0-5K,20-30%,4.5,0.18181818181818182
24,18000,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.99,1,0.22,N,3,Below 30K,0-5K,20-30%,4.5,0.125
23,18000,RENT,5.0,PERSONAL,B,4000,10.99,1,0.22,N,2,Below 30K,0-5K,20-30%,4.5,0.08695652173913043
24,18000,RENT,2.0,EDUCATION,C,4000,12.87,1,0.22,Y,4,Below 30K,0-5K,20-30%,4.5,0.16666666666666666
25,18000,RENT,0.0,DEBTCONSOLIDATION,C,4000,13.22,1,0.22,Y,4,Below 30K,0-5K,20-30%,4.5,0.16
22,18000,RENT,1.0,EDUCATION,C,4000,10.91,1,0.22,Y,4,Below 30K,0-5K,20-30%,4.5,0.18181818181818182
23,18720,RENT,2.0,EDUCATION,D,4000,15.62,1,0.21,N,4,Below 30K,0-5K,20-30%,4.68,0.17391304347826086
21,19000,RENT,3.0,EDUCATION,C,4000,14.35,1,0.21,Y,3,Below 30K,0-5K,20-30%,4.75,0.14285714285714285
25,19200,RENT,6.0,EDUCATION,E,4000,19.03,1,0.21,Y,4,Below 30K,0-5K,20-30%,4.8,0.16
21,38000,OWN,1.0,MEDICAL,A,5000,8.94,0,0.13,N,2,30K-50K,0-5K,10-20%,7.6,0.09523809523809523
24,19200,RENT,1.0,MEDICAL,C,4000,14.35,1,0.21,Y,4,Below 30K,0-5K,20-30%,4.8,0.16666666666666666
22,38000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,12.21,0,0.26,N,3,30K-50K,5K-10K,20-30%,3.8,0.13636363636363635
25,19200,RENT,5.0,DEBTCONSOLIDATION,B,4000,10.99,1,0.21,N,3,Below 30K,0-5K,20-30%,4.8,0.12
22,38000,MORTGAGE,4.0,VENTURE,D,4000,14.42,0,0.11,Y,2,30K-50K,0-5K,10-20%,9.5,0.09090909090909091
22,19200,RENT,0.0,VENTURE,B,4000,10.25,1,0.21,N,3,Below 30K,0-5K,20-30%,4.8,0.13636363636363635
25,19404,RENT,0.0,DEBTCONSOLIDATION,A,4000,8.63,1,0.21,N,3,Below 30K,0-5K,20-30%,4.851,0.12
22,38000,MORTGAGE,4.0,MEDICAL,A,1950,7.37,0,0.05,N,3,30K-50K,0-5K,0-10%,19.487179487179485,0.13636363636363635
25,38000,MORTGAGE,1.0,VENTURE,B,18800,10.99,0,0.49,N,3,30K-50K,15K-20K,40-50%,2.021276595744681,0.12
25,20000,RENT,2.0,VENTURE,A,4000,7.29,0,0.2,N,3,Below 30K,0-5K,10-20%,5.0,0.12
23,20000,RENT,6.0,PERSONAL,C,4000,12.23,0,0.2,Y,2,Below 30K,0-5K,10-20%,5.0,0.08695652173913043
22,20000,RENT,1.0,EDUCATION,B,4000,11.89,0,0.2,N,3,Below 30K,0-5K,10-20%,5.0,0.13636363636363635
26,20000,RENT,0.0,PERSONAL,C,4000,13.79,0,0.2,Y,4,Below 30K,0-5K,10-20%,5.0,0.15384615384615385
22,20000,RENT,2.0,EDUCATION,B,4000,9.45,0,0.2,N,4,Below 30K,0-5K,10-20%,5.0,0.18181818181818182
26,20004,RENT,2.0,DEBTCONSOLIDATION,B,4000,12.18,0,0.2,N,4,Below 30K,0-5K,10-20%,5.001,0.15384615384615385
23,20400,RENT,3.0,DEBTCONSOLIDATION,A,4000,8.94,0,0.2,N,4,Below 30K,0-5K,10-20%,5.1,0.17391304347826086
24,21000,RENT,0.0,EDUCATION,C,4000,13.43,0,0.19,N,2,Below 30K,0-5K,10-20%,5.25,0.08333333333333333
21,21000,RENT,2.0,DEBTCONSOLIDATION,B,4000,11.86,0,0.19,N,2,Below 30K,0-5K,10-20%,5.25,0.09523809523809523
26,21000,RENT,0.0,MEDICAL,B,4000,11.36,0,0.19,N,2,Below 30K,0-5K,10-20%,5.25,0.07692307692307693
26,38004,MORTGAGE,3.0,VENTURE,C,10000,13.35,0,0.26,N,2,30K-50K,5K-10K,20-30%,3.8004,0.07692307692307693
24,22000,RENT,0.0,PERSONAL,B,4000,11.36,1,0.18,N,3,Below 30K,0-5K,10-20%,5.5,0.125
24,22000,RENT,3.0,MEDICAL,C,4000,13.92,0,0.18,N,3,Below 30K,0-5K,10-20%,5.5,0.125
25,23400,RENT,3.0,MEDICAL,B,4000,12.42,0,0.17,N,3,Below 30K,0-5K,10-20%,5.85,0.12
25,23920,RENT,0.0,MEDICAL,C,4000,14.35,0,0.17,N,2,Below 30K,0-5K,10-20%,5.98,0.08
25,24000,RENT,4.0,PERSONAL,B,4000,11.71,0,0.17,N,3,Below 30K,0-5K,10-20%,6.0,0.12
21,24000,RENT,2.0,MEDICAL,D,4000,14.84,1,0.17,Y,2,Below 30K,0-5K,10-20%,6.0,0.09523809523809523
23,24000,RENT,2.0,DEBTCONSOLIDATION,B,4000,10.99,0,0.17,N,4,Below 30K,0-5K,10-20%,6.0,0.17391304347826086
25,38014,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,8.49,0,0.26,N,3,30K-50K,5K-10K,20-30%,3.8014,0.12
24,24000,RENT,2.0,VENTURE,A,4000,8.59,0,0.17,N,3,Below 30K,0-5K,10-20%,6.0,0.125
24,24000,RENT,0.0,VENTURE,B,4000,12.21,0,0.17,N,2,Below 30K,0-5K,10-20%,6.0,0.08333333333333333
26,38100,MORTGAGE,6.0,VENTURE,A,3900,7.9,0,0.1,N,3,30K-50K,0-5K,0-10%,9.76923076923077,0.11538461538461539
23,24000,RENT,4.0,MEDICAL,C,4000,11.66,0,0.17,N,4,Below 30K,0-5K,10-20%,6.0,0.17391304347826086
22,38117,MORTGAGE,0.0,PERSONAL,B,13500,11.83,0,0.35,N,4,30K-50K,10K-15K,30-40%,2.8234814814814815,0.18181818181818182
25,24000,RENT,2.0,VENTURE,A,4000,7.75,0,0.17,N,3,Below 30K,0-5K,10-20%,6.0,0.12
23,38160,MORTGAGE,5.0,MEDICAL,B,12000,10.38,0,0.31,N,4,30K-50K,10K-15K,30-40%,3.18,0.17391304347826086
24,24996,RENT,0.0,PERSONAL,B,4000,9.45,0,0.16,N,3,Below 30K,0-5K,10-20%,6.249,0.125
22,25000,RENT,2.0,VENTURE,B,4000,12.69,0,0.16,N,3,Below 30K,0-5K,10-20%,6.25,0.13636363636363635
23,25000,RENT,4.0,VENTURE,B,4000,11.71,0,0.16,N,4,Below 30K,0-5K,10-20%,6.25,0.17391304347826086
22,25000,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.36,0,0.16,N,2,Below 30K,0-5K,10-20%,6.25,0.09090909090909091
21,25200,RENT,1.0,PERSONAL,A,4000,8.49,0,0.16,N,4,Below 30K,0-5K,10-20%,6.3,0.19047619047619047
22,32213,MORTGAGE,3.0,MEDICAL,C,8000,13.47,1,0.25,Y,4,30K-50K,5K-10K,20-30%,4.026625,0.18181818181818182
22,25200,RENT,1.0,MEDICAL,B,4000,10.99,0,0.16,N,2,Below 30K,0-5K,10-20%,6.3,0.09090909090909091
25,25200,RENT,4.0,EDUCATION,B,4000,10.25,0,0.16,N,2,Below 30K,0-5K,10-20%,6.3,0.08
26,38244,MORTGAGE,6.0,DEBTCONSOLIDATION,A,18000,9.63,0,0.47,N,3,30K-50K,15K-20K,40-50%,2.1246666666666667,0.11538461538461539
22,25440,RENT,6.0,EDUCATION,A,4000,5.42,0,0.16,N,4,Below 30K,0-5K,10-20%,6.36,0.18181818181818182
24,38268,MORTGAGE,4.0,PERSONAL,B,6000,9.88,0,0.16,N,4,30K-50K,5K-10K,10-20%,6.378,0.16666666666666666
23,26000,RENT,1.0,EDUCATION,B,4000,10.99,0,0.15,N,4,Below 30K,0-5K,10-20%,6.5,0.17391304347826086
23,26000,RENT,0.0,PERSONAL,A,4000,6.76,0,0.15,N,3,Below 30K,0-5K,10-20%,6.5,0.13043478260869565
23,26000,RENT,1.0,PERSONAL,C,4000,12.87,1,0.15,Y,3,Below 30K,0-5K,10-20%,6.5,0.13043478260869565
26,38376,MORTGAGE,3.0,EDUCATION,A,14500,7.88,0,0.38,N,3,30K-50K,10K-15K,30-40%,2.6466206896551725,0.11538461538461539
26,26400,RENT,0.0,EDUCATION,A,4000,7.9,0,0.15,N,2,Below 30K,0-5K,10-20%,6.6,0.07692307692307693
24,26400,RENT,3.0,DEBTCONSOLIDATION,B,4000,10.99,1,0.15,N,3,Below 30K,0-5K,10-20%,6.6,0.125
23,26400,RENT,8.0,EDUCATION,C,4000,14.17,1,0.15,N,2,Below 30K,0-5K,10-20%,6.6,0.08695652173913043
24,26400,RENT,4.0,MEDICAL,C,4000,13.72,0,0.15,N,2,Below 30K,0-5K,10-20%,6.6,0.08333333333333333
22,27000,RENT,0.0,PERSONAL,A,4000,5.79,0,0.15,N,2,Below 30K,0-5K,10-20%,6.75,0.09090909090909091
24,27000,RENT,8.0,MEDICAL,B,4000,10.75,0,0.15,N,4,Below 30K,0-5K,10-20%,6.75,0.16666666666666666
23,38400,MORTGAGE,6.0,EDUCATION,A,8000,6.62,0,0.21,N,4,30K-50K,5K-10K,20-30%,4.8,0.17391304347826086
22,27000,RENT,6.0,EDUCATION,A,4000,7.14,0,0.15,N,2,Below 30K,0-5K,10-20%,6.75,0.09090909090909091
21,27000,RENT,5.0,MEDICAL,D,4000,15.58,1,0.15,Y,2,Below 30K,0-5K,10-20%,6.75,0.09523809523809523
23,27040,RENT,2.0,VENTURE,C,4000,12.29,0,0.15,Y,4,Below 30K,0-5K,10-20%,6.76,0.17391304347826086
22,27600,RENT,3.0,MEDICAL,A,4000,5.42,0,0.14,N,4,Below 30K,0-5K,10-20%,6.9,0.18181818181818182
25,38400,OWN,9.0,EDUCATION,A,1000,6.62,0,0.03,N,2,30K-50K,0-5K,0-10%,38.4,0.08
25,27993,RENT,2.0,MEDICAL,C,4000,12.99,0,0.14,N,2,Below 30K,0-5K,10-20%,6.99825,0.08
23,28000,RENT,0.0,EDUCATION,A,4000,8.9,0,0.14,N,4,Below 30K,0-5K,10-20%,7.0,0.17391304347826086
21,28000,RENT,2.0,EDUCATION,C,4000,15.23,0,0.14,N,2,Below 30K,0-5K,10-20%,7.0,0.09523809523809523
25,28000,RENT,6.0,VENTURE,A,4000,6.39,0,0.14,N,3,Below 30K,0-5K,10-20%,7.0,0.12
24,28000,RENT,8.0,MEDICAL,A,4000,10.99,0,0.14,N,2,Below 30K,0-5K,10-20%,7.0,0.08333333333333333
23,38400,MORTGAGE,7.0,VENTURE,A,2000,10.99,0,0.05,N,2,30K-50K,0-5K,0-10%,19.2,0.08695652173913043
25,28008,RENT,5.0,MEDICAL,B,4000,10.0,0,0.14,N,2,Below 30K,0-5K,10-20%,7.002,0.08
24,28704,RENT,3.0,DEBTCONSOLIDATION,B,4000,9.63,0,0.14,N,3,Below 30K,0-5K,10-20%,7.176,0.125
22,38400,OWN,5.0,EDUCATION,C,10000,13.99,0,0.26,N,2,30K-50K,5K-10K,20-30%,3.84,0.09090909090909091
23,28800,RENT,0.0,EDUCATION,A,4000,5.42,0,0.14,N,2,Below 30K,0-5K,10-20%,7.2,0.08695652173913043
22,28800,RENT,2.0,DEBTCONSOLIDATION,C,4000,13.48,0,0.14,N,2,Below 30K,0-5K,10-20%,7.2,0.09090909090909091
26,38400,OWN,2.0,EDUCATION,B,5550,9.99,0,0.14,N,2,30K-50K,5K-10K,10-20%,6.918918918918919,0.07692307692307693
24,29000,RENT,0.0,VENTURE,B,4000,9.45,0,0.14,N,3,Below 30K,0-5K,10-20%,7.25,0.125
24,38400,MORTGAGE,7.0,MEDICAL,C,15000,15.23,0,0.39,N,2,30K-50K,10K-15K,30-40%,2.56,0.08333333333333333
22,38400,MORTGAGE,4.0,EDUCATION,B,5000,11.49,0,0.13,N,2,30K-50K,0-5K,10-20%,7.68,0.09090909090909091
26,38400,OWN,1.0,PERSONAL,B,15500,11.99,0,0.4,N,3,30K-50K,15K-20K,30-40%,2.47741935483871,0.11538461538461539
21,38400,MORTGAGE,0.0,EDUCATION,A,4200,10.99,0,0.11,N,2,30K-50K,0-5K,10-20%,9.142857142857142,0.09523809523809523
23,29700,RENT,2.0,VENTURE,B,4000,10.74,0,0.13,N,4,Below 30K,0-5K,10-20%,7.425,0.17391304347826086
22,30000,RENT,3.0,EDUCATION,A,4000,7.9,0,0.13,N,3,Below 30K,0-5K,10-20%,7.5,0.13636363636363635
24,30000,RENT,2.0,VENTURE,A,4000,5.99,0,0.13,N,2,Below 30K,0-5K,10-20%,7.5,0.08333333333333333
24,30000,RENT,1.0,VENTURE,A,4000,7.49,0,0.13,N,4,Below 30K,0-5K,10-20%,7.5,0.16666666666666666
24,38400,MORTGAGE,8.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.26,N,2,30K-50K,5K-10K,20-30%,3.84,0.08333333333333333
25,30000,RENT,6.0,EDUCATION,D,4000,16.49,0,0.13,Y,3,Below 30K,0-5K,10-20%,7.5,0.12
25,38400,OWN,4.0,VENTURE,C,12500,13.06,0,0.33,Y,2,30K-50K,10K-15K,30-40%,3.072,0.08
25,30000,RENT,4.0,EDUCATION,C,4000,13.49,0,0.13,Y,4,Below 30K,0-5K,10-20%,7.5,0.16
22,30000,RENT,3.0,PERSONAL,B,4000,11.49,0,0.13,N,3,Below 30K,0-5K,10-20%,7.5,0.13636363636363635
